"CallerIPAddress","Resource","ResourceGroup","ResourceId","ResourceType","ResultType","Count","AllowPublicAccess","IPwhitelist","VnetRules","PrivateEndpoint","Tags"
"20.93.89.138","KV-HK01-EAS-S-RPA-VLT14","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT14","VAULTS","Success","6","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"3.16.7.30","KV-HK01-EAS-S-RPA-VLT15","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT15","VAULTS","Success","42","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"165.225.234.208","KV-HK01-EAS-S-RPA-VLT15","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT15","VAULTS","Success","5","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"13.59.164.228","KV-HK01-EAS-S-RPA-VLT15","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT15","VAULTS","Success","22","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"165.225.116.128","KV-HK01-EAS-S-RPA-VLT15","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT15","VAULTS","Success","2","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"18.191.115.70","KV-HK01-EAS-S-RPA-VLT15","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT15","VAULTS","Success","66","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"20.93.89.138","KV-HK01-EAS-S-RPA-VLT15","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT15","VAULTS","Success","5","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"20.93.80.234","KV-HK01-EAS-S-RPA-VLT15","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT15","VAULTS","Success","7","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"3.16.7.30","KV-HK01-EAS-S-RPA-VLT16","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT16","VAULTS","Success","46","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"18.191.115.70","KV-HK01-EAS-S-RPA-VLT16","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT16","VAULTS","Success","82","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"20.93.80.234","KV-HK01-EAS-S-RPA-VLT16","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT16","VAULTS","Success","5","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"20.93.89.138","KV-HK01-EAS-S-RPA-VLT16","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT16","VAULTS","Success","6","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"165.225.234.208","KV-HK01-EAS-S-RPA-VLT16","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT16","VAULTS","Success","5","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"13.59.164.228","KV-HK01-EAS-S-RPA-VLT16","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT16","VAULTS","Success","18","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"165.225.116.128","KV-HK01-EAS-S-RPA-VLT16","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT16","VAULTS","Success","2","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"20.93.89.138","KV-HK01-EAS-S-RPA-VLT17","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT17","VAULTS","Success","7","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"3.16.7.30","KV-HK01-EAS-S-RPA-VLT17","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT17","VAULTS","Success","42","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"20.93.80.234","KV-HK01-EAS-S-RPA-VLT17","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT17","VAULTS","Success","5","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"18.191.115.70","KV-HK01-EAS-S-RPA-VLT17","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT17","VAULTS","Success","78","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"13.59.164.228","KV-HK01-EAS-S-RPA-VLT17","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT17","VAULTS","Success","22","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"165.225.234.208","KV-HK01-EAS-S-RPA-VLT17","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT17","VAULTS","Success","5","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"165.225.116.128","KV-HK01-EAS-S-RPA-VLT17","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT17","VAULTS","Success","2","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"3.16.7.30","KV-HK01-EAS-S-RPA-VLT18","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT18","VAULTS","Success","46","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
"18.191.115.70","KV-HK01-EAS-S-RPA-VLT18","RG-HK01-EAS-N-RPA-RESOURCE01","/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-RPA-RESOURCE01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-S-RPA-VLT18","VAULTS","Success","76","True","","","","
Name                          Value                        
============================  =============================
BusinessApplication           AIA HONG KONG RPA            
ApplicationName               AIA HONG KONG RPA            
ibm_imi_managed_env           S                            
CostCenter                    HK016016                     
AppMSPName                    Kyndryl                      
ApplicationService            AIA Hong Kong RPA-AA         
ibm_imi_managed               No                           
BusinessOwner                 Chau, Anthony-SH             
InfraRemark2                  RPA                          
DataClassification            Confidential                 
BusinessUnit                  HK                           
ibm_imi_managedservices_tier  Enterprise                   
CreatedOnDate                 2021-10-22T09:37:52.7461400Z 
ibm_imi_billing_plan          Monthly                      
ServerOwner                   Hung, Willy-WL               
MaintenanceWindow             FR1 - Every Friday after 1900
BillingRoute                  AIA Hong Kong and Macau      
CreatedTime                   10/22/2021 17:37:52          
"
